"star_age" "star_mass" "he_core_mass" "c_core_mass" "o_core_mass" "log_L" "log_LH" "log_LHe" "log_Teff" "log_g" "log_center_T" "log_center_Rho" "center_gamma" "center_h1" "center_he4" "center_c12" "phase"
"1" 387.024407434442 299.974010674219 0 0 0 6.81247151696534 4.46489307369426 -34.4399711589728 4.64356405452443 3.6316602440148 7.46137371126024 -0.6278903738028 0.00536033275186662 0.715392794994423 0.270255440388245 0.00249551856931179 -1
"2" 392.934305920572 299.97357154632 0 0 0 6.81262633801734 4.47955063270919 -34.3857206192253 4.6440412811351 3.63341369364158 7.46229292640738 -0.625129535911869 0.00536034585848251 0.715392791046543 0.270255454815209 0.00249545740437667 -1
"3" 398.844204406702 299.97313241842 0 0 0 6.81278115906934 4.49420819172412 -34.3314700794777 4.64451850774577 3.63516714326835 7.46321214155452 -0.622368698020938 0.00536035896509839 0.715392787098663 0.270255469242172 0.00249539623944155 -1
"4" 404.754102892833 299.97269329052 0 0 0 6.81293598012133 4.50886575073905 -34.2772195397301 4.64499573435644 3.63692059289513 7.46413135670166 -0.619607860130007 0.00536037207171428 0.715392783150784 0.270255483669135 0.00249533507450643 -1
"5" 410.664001378962 299.972254162621 0 0 0 6.81309080117333 4.52352330975397 -34.2229689999826 4.64547296096712 3.63867404252191 7.4650505718488 -0.616847022239077 0.00536038517833017 0.715392779202904 0.270255498096099 0.00249527390957131 -1
"6" 416.573899865092 299.971815034721 0 0 0 6.81324562222533 4.5381808687689 -34.168718460235 4.64595018757779 3.64042749214869 7.46596978699594 -0.614086184348146 0.00536039828494605 0.715392775255024 0.270255512523062 0.00249521274463619 -1
"7" 422.483798351223 299.971375906821 0 0 0 6.81340044327733 4.55283842778383 -34.1144679204874 4.64642741418846 3.64218094177546 7.46688900214308 -0.611325346457215 0.00536041139156194 0.715392771307144 0.270255526950025 0.00249515157970107 -1
"8" 428.393696837353 299.970936778921 0 0 0 6.81355526432933 4.56749598679876 -34.0602173807399 4.64690464079914 3.64393439140224 7.46780821729022 -0.608564508566284 0.00536042449817782 0.715392767359265 0.270255541376988 0.00249509041476595 -1
"9" 434.303595323483 299.970497651022 0 0 0 6.81371008538133 4.58215354581368 -34.0059668409923 4.64738186740981 3.64568784102902 7.46872743243736 -0.605803670675353 0.00536043760479371 0.715392763411385 0.270255555803952 0.00249502924983083 -1
"10" 440.213493809613 299.970058523122 0 0 0 6.81386490643332 4.59681110482861 -33.9517163012447 4.64785909402048 3.6474412906558 7.4696466475845 -0.603042832784422 0.0053604507114096 0.715392759463505 0.270255570230915 0.00249496808489571 -1
"11" 446.123392295744 299.969619395222 0 0 0 6.81401972748532 4.61146866384354 -33.8974657614972 4.64833632063116 3.64919474028257 7.47056586273164 -0.600281994893491 0.00536046381802548 0.715392755515625 0.270255584657878 0.00249490691996059 -1
"12" 452.033290781873 299.969180267322 0 0 0 6.81417454853732 4.62612622285847 -33.8432152217496 4.64881354724183 3.65094818990935 7.47148507787878 -0.597521157002561 0.00536047692464137 0.715392751567746 0.270255599084841 0.00249484575502547 -1
"13" 457.943189268003 299.968741139423 0 0 0 6.81432936958932 4.6407837818734 -33.788964682002 4.6492907738525 3.65270163953613 7.47240429302593 -0.59476031911163 0.00536049003125726 0.715392747619866 0.270255613511805 0.00249478459009035 -1
"14" 463.853087754133 299.968302011523 0 0 0 6.81448419064132 4.65544134088833 -33.7347141422545 4.64976800046318 3.6544550891629 7.47332350817307 -0.591999481220699 0.00536050313787314 0.715392743671986 0.270255627938768 0.00249472342515523 -1
"15" 470.674247803206 299.967788346145 0 0 0 6.81461938179791 4.67185184514787 -33.6722482587997 4.65030911267974 3.65648360318175 7.47435628420764 -0.588897304253106 0.00536051892740804 0.715392736810322 0.270255651267128 0.00249461639227935 -1
